time,position_x,position_y,position_z
1697447116.6983407,-0.012118871026798848,-0.011298723057873921,0.002287653417328116
1697447116.798973,-0.012225727631682707,-0.010220406419462626,0.0030077408338181405
1697447116.8988168,-0.012330586864765453,-0.010736881001820327,0.0047186092852059495
1697447116.9986532,-0.011528698181442263,-0.010666337094988893,0.005271055296170852
1697447117.0985024,-0.010535433014985345,-0.006903240047817623,0.004662870126170864
1697447117.1983564,-0.011033841130095983,-0.006149165361018461,0.005455633380614736
1697447117.299009,-0.011973275117551668,-0.005557522954299932,0.005633334739300162
1697447117.3988502,-0.013084318735636693,-0.00831438559555748,0.004897271685017481
1697447117.4986818,-0.013611505861495374,-0.008511433723378665,0.003435103420672722
1697447117.5985184,-0.013212740945965735,-0.008766105995335404,0.0025844479518391406
1697447117.6983562,-0.011950610898840634,-0.008814639538742734,0.002651366122259567
1697447117.7989974,-0.010365063158858424,-0.007999075967975739,0.0032397422105130474
1697447117.8988261,-0.008734494487125996,-0.007183338097575725,0.0037800115428241023
1697447117.9986634,-0.008135156325130217,-0.006826529968101922,0.0030933261222803455
1697447118.098521,-0.005720176863144176,-0.00633834365598752,0.0038864978473632916
1697447118.198373,-0.0034770318379736573,-0.0050183876478659675,0.004495276997357456
1697447118.2990234,-0.0013520293168432479,-0.002839897352231808,0.0043302056299411385
1697447118.3988523,0.0017702366448956307,-0.0021965919076244607,0.0041774063602171485
1697447118.4986956,0.006004597167236218,-0.0023634312513896275,0.005275368273867328
1697447118.5985293,0.012276101446617893,-0.005428124263652956,0.00876201854362765
1697447118.698374,0.021393094195989427,-0.01073396163392789,0.007761908369899499
1697447118.7986145,0.03117318314036292,-0.017380654445735434,0.009292936806300263
1697447118.8984485,0.04579502029896398,-0.022724427978740205,0.01877073557951935
1697447118.9986837,0.058204283927423606,-0.03421462596309222,0.03762934306546608
1697447119.0985293,0.07040173112373145,-0.04228948774617683,0.05425473060640392
1697447119.198359,0.08223156988906166,-0.04622198605583633,0.07668518413912194
1697447119.299004,0.09687113734038154,-0.04935789206802949,0.09171403449373357
1697447119.398839,0.11161257259105917,-0.05607319310297977,0.10403065904343652
1697447119.4986851,0.11857866038647091,-0.06790228401252485,0.11976224850175643
1697447119.5985281,0.12941988917222916,-0.08842429825922525,0.1353926600616481
1697447119.6983867,0.1463051028822183,-0.11060595455579607,0.15165682065322306
1697447119.798627,0.17062451271966733,-0.13557128581560204,0.16325022001395975
1697447119.8984697,0.19301093414300466,-0.16330453196409583,0.17190979310770943
1697447119.9982946,0.20882297083151682,-0.189271864347086,0.1821689771061478
1697447120.098926,0.22057930720629032,-0.209925598848008,0.1941048931608295
1697447120.198775,0.23663185559356237,-0.22296473443088904,0.2063087176451008
1697447120.2986104,0.26019238181399723,-0.23803435618774949,0.21069814702387807
1697447120.3984435,0.2912909062842353,-0.25016890649568224,0.21857995465786847
