time,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1696685892.3365068,-0.1317233499791473,0.0815310472343117,9.792690286934375,0.0013692209031432867,0.0016128089046105742,0.00203394191339612
1696685892.3415027,-0.07965822546742857,0.0133077806327492,9.732546091377735,0.0013692209031432867,0.0037433379329741,-9.658699855208397e-05
1696685892.3464975,-0.13621172278188168,-0.027087574591860175,9.758578653633593,0.004565014503896236,0.0005475444486364722,-0.002227115910500288
1696685892.3515065,-0.1254396280553192,-0.023496876349672676,9.777429819405079,0.0034997498150914907,-0.0005177200073376298,0.00203394191339612
1696685892.3565047,-0.11376985876820982,-0.0082364088203758,9.767555399239063,0.0013692209031432867,-0.0015829844633117318,-9.658699855208397e-05
1696685892.361503,-0.0994070657994598,-0.0297805982735008,9.72536469489336,0.0024344853591173887,-0.0005177200073376298,0.00203394191339612
1696685892.366506,-0.08145357458852232,-0.09172014295123518,9.766657724678517,0.0024344853591173887,-0.0005177200073376298,-0.002227115910500288
1696685892.371503,-0.052727988651022316,0.05370313585735857,9.848346694111823,0.0013692209031432867,0.002678073476999998,-9.658699855208397e-05
1696685892.376498,-0.07696520178578793,-0.01362245618365705,9.77114609748125,-0.0028918369207531214,0.0005475444486364722,0.000968677457422018
1696685892.381501,-0.07516985266469418,-0.1698178297188133,9.703820505440234,-0.0007613079505972564,0.0016128089046105742,-0.002227115910500288
1696685892.3865085,-0.08324892370961606,0.0025356859061866997,9.71100190192461,0.0024344853591173887,0.0016128089046105742,0.004164470825344324
1696685892.3915005,-0.07786287634633482,0.08961011827923357,9.749601908028126,0.0024344853591173887,-0.0005177200073376298,0.005229735281318426
1696685892.3965049,-0.12992800085805356,-0.06748292981646954,9.710104227364063,-0.0018265724647790194,0.0005475444486364722,0.003099206369370222
1696685892.4015007,-0.057216361453756685,-0.04952943860553205,9.748704233467578,-0.00395710114389658,0.002678073476999998,0.00203394191339612
1696685892.4065144,-0.057216361453756685,0.06806592882610857,9.76845307379961,0.0013692209031432867,0.0037433379329741,0.00203394191339612
1696685892.41152,-0.1290303262975067,-0.04593874036334455,9.781020517647265,0.0024344853591173887,0.0016128089046105742,-0.002227115910500288
1696685892.4164748,-0.09222566931508482,-0.01721315442584455,9.800769357979297,0.0024344853591173887,0.0016128089046105742,-9.658699855208397e-05
1696685892.4215398,-0.06350008337758481,0.0743496507499367,9.744215860664845,-0.0018265724647790194,0.0037433379329741,0.003099206369370222
1696685892.4264748,-0.11646288244985044,-0.01362245618365705,9.675992594063281,0.0003039565053768456,0.002678073476999998,-0.00329238036647439
1696685892.4315307,-0.09132799475453794,-0.10608293591998517,9.780122843086719,0.0013692209031432867,0.002678073476999998,0.000968677457422018
1696685892.4364781,-0.05631868689320981,-0.0656875806953758,9.812439711689949,0.0024344853591173887,0.002678073476999998,-9.658699855208397e-05
1696685892.4415357,-0.12364427893422544,0.0851217454764992,9.777429819405079,0.0034997498150914907,0.002678073476999998,-0.00329238036647439
1696685892.4464822,-0.1353140482213348,0.0528054612968117,9.740625162422656,-0.0028918369207531214,-0.0015829844633117318,-9.658699855208397e-05
1696685892.451532,-0.1254396280553192,-0.20303178845904768,9.781020517647265,-0.0007613079505972564,0.002678073476999998,-0.00329238036647439
1696685892.4564762,-0.08504427283070981,0.030363597283139823,9.787304239571094,0.009891336783766747,0.002678073476999998,-0.001161851454526186
1696685892.4615335,-0.14967684119008481,0.15424268663860857,9.748704233467578,-0.00395710114389658,0.0016128089046105742,-0.001161851454526186
1696685892.4664764,-0.14249544470570982,0.06896360338665544,9.737932138741016,0.0013692209031432867,-0.002648248802870512,-0.00329238036647439
1696685892.4715338,-0.03567217200063169,-0.1976457410957664,9.745113535225391,-0.006087630055844784,0.004808602388948202,-0.001161851454526186
1696685892.4764764,-0.24572801916860043,-0.05222246228717267,9.776532144844532,0.0034997498150914907,0.002678073476999998,0.003099206369370222
1696685892.4815352,-0.16224428503774105,0.057293834099546075,9.778327493965625,0.008826072327792645,-0.002648248802870512,0.000968677457422018
1696685892.4864738,-0.029388450076803563,-0.04593874036334455,9.738829813301564,-0.0007613079505972564,-0.0005177200073376298,-0.00329238036647439
1696685892.4915287,-0.015025657108053564,-0.16173875867389143,9.779225168526173,-0.0028918369207531214,-0.002648248802870512,-0.00329238036647439
1696685892.496476,-0.20443498938344418,-0.028882923712953923,9.805258315205574,0.0024344853591173887,0.002678073476999998,0.004164470825344324
1696685892.5015378,-0.01412798254750669,0.06896360338665544,9.869890883564949,-0.0007613079505972564,-0.0015829844633117318,0.000968677457422018
1696685892.506475,-0.03746752112172544,-0.04952943860553205,9.740625162422656,-0.00395710114389658,0.004808602388948202,-9.658699855208397e-05
1696685892.5115323,-0.13351869910024106,-0.050427113166078924,9.761271677315236,-0.0007613079505972564,0.002678073476999998,-0.002227115910500288
1696685892.5164816,-0.06798845618031919,0.024977549919858573,9.824109480977057,0.0003039565053768456,0.0005475444486364722,-0.002227115910500288
1696685892.5215242,-0.08414659827016294,0.10487058580853045,9.848346694111823,0.0003039565053768456,0.0016128089046105742,0.000968677457422018
1696685892.5264745,-0.13262102453969418,-0.027087574591860175,9.766657724678517,-0.0018265724647790194,0.002678073476999998,-0.002227115910500288
1696685892.531527,-0.10928148596547543,-0.027087574591860175,9.75409028083086,-0.005022365599870682,-0.0015829844633117318,-0.001161851454526186
1696685892.536477,-0.03836519568227231,0.0743496507499367,9.777429819405079,0.004565014503896236,-0.0005177200073376298,-0.004357644822448492
