time,position_x,position_y,position_z
1696685892.3767402,-0.003221240442352012,0.006836013260733553,0.0015647424525232069
1696685892.4769878,-0.0031051244569594424,0.006043393062044313,0.0013539251236252617
1696685892.576827,-0.0031881668416999303,0.005372924787433598,0.0014573335659962198
1696685892.6766863,-0.003723042587898654,0.0054890524737588944,0.0024438838529886524
1696685892.7755296,0.0006372278452719835,0.004897321507052401,0.006446118366287117
1696685892.8737333,0.004293625385608168,0.0005842989966024257,0.017253202658076842
1696685892.9766123,-0.009496731303313091,-0.0038286218720529498,0.06936169924348962
1696685893.077244,-0.022876631556522607,0.001267412639854943,0.16043437884538378
1696685893.177059,-0.038640082169268085,-0.0026576657559630045,0.2819860036865018
1696685893.2768822,-0.07049896692220717,0.01030844046050658,0.42582873595280274
1696685893.3767252,-0.12381081292965317,0.019400131689197492,0.5562391412035005
1696685893.47696,-0.19297513416245238,0.04552250788435096,0.6478978358811281
1696685893.5767972,-0.24928613094315466,0.07757989452144116,0.6912743936994663
1696685893.6766362,-0.2856411293276058,0.11334505687655222,0.695393157639013
1696685893.77727,-0.30809404405766644,0.14908825515855875,0.6502174982756663
1696685893.8771024,-0.3489628280354595,0.17065316541832756,0.582672975644218
1696685893.9769375,-0.4188982364157253,0.15454247495433507,0.5434134235170188
1696685894.0767865,-0.5002879691454757,0.10741139028273192,0.550848019422521
1696685894.1766255,-0.5509413465604694,0.10048694570828917,0.5950764369266733
1696685894.2772665,-0.5648298666200808,0.13814177756823823,0.6521931104650911
1696685894.3771067,-0.5648284310163652,0.205427159013682,0.7005793769754727
1696685894.4769661,-0.5596057705833246,0.26221146989818434,0.7151828373367347
1696685894.5768242,-0.5354122753964183,0.29072049518778503,0.7033223240949567
1696685894.6766686,-0.4909141882359263,0.27860077839014,0.6835770060439679
1696685894.7769036,-0.4444557735372416,0.25102135113685675,0.6606296791217656
1696685894.876743,-0.41719346975505783,0.23664701052700593,0.6325008892459196
1696685894.9765794,-0.4016138654337961,0.28119725914751714,0.6278932307460474
1696685895.077221,-0.37868197807608883,0.38596866435842897,0.6539066896979191
1696685895.1770675,-0.3563465029723734,0.5329227819613114,0.6800110363832582
1696685895.2769034,-0.3592696318841005,0.6498042412352998,0.6869063351599448
1696685895.3767402,-0.35063704407133817,0.6724055011108445,0.6847325203070123
1696685895.476949,-0.3062612032701928,0.6092517494868336,0.6812886604346904
1696685895.5767958,-0.2693354656622003,0.5202429406551766,0.6684643401683682
1696685895.6766229,-0.24172238495302983,0.4605936369366805,0.6401042481275321
1696685895.77727,-0.20632571676896122,0.45933296192523915,0.6313970096568016
1696685895.877113,-0.15783038433116894,0.5278623087007248,0.6472932615974797
1696685895.9769642,-0.12365636028068397,0.6729151212199777,0.6697504787866136
1696685896.0768044,-0.12365577529087728,0.793095789057075,0.6627618132579922
1696685896.1766486,-0.12718811411731323,0.8749575792851706,0.641117192039799
1696685896.2772973,-0.09815030444912352,0.9155961215907973,0.6393343562525253
1696685896.3771224,-0.03573192582624587,0.873983427284028,0.7072111235208105
1696685896.476954,-0.016037113454454566,0.8024209991308103,0.7681495505688453
1696685896.5767903,0.00168561813287019,0.754156649291482,0.7637954583465543
1696685896.676626,0.07101999195360646,0.7732211358506202,0.6930855170218075
1696685896.7772703,0.151564988006999,0.8544216222484323,0.5519147418656097
1696685896.8771076,0.18909398859218066,0.9281717801929391,0.40952220484944224
1696685896.9769528,0.2132317680636794,0.9990995976767679,0.3946696216511631
1696685897.0768032,0.23500813763991013,1.0786067913289252,0.5282793452367761
1696685897.1766398,0.21396124813179979,1.1237471605163094,0.7066631964007538
1696685897.277258,0.18668926523472523,1.1238033128146143,0.8035428504674944
1696685897.3771057,0.2017688460364742,1.1060432262014648,0.82907567073942
1696685897.4769418,0.24309586366118632,1.0770192202676518,0.8068501034591093
1696685897.576799,0.2707031671266411,1.032840866286885,0.7553442415982723
1696685897.67664,0.31690648074444744,1.0580801951139378,0.6952076276251755
1696685897.7772741,0.400647015995919,1.1159312829894659,0.6272587127902131
1696685897.8771117,0.5091780728912714,1.2159835738131355,0.5634595192709578
1696685897.9769459,0.5883710695181299,1.3586983965168034,0.5253532971909989
1696685898.076808,0.6335460253314551,1.4657879558953055,0.5240670990032462
1696685898.1766458,0.7088369433178578,1.4467542672756166,0.5583605973603125
1696685898.2772942,0.8096607103183886,1.3044521710936359,0.6121853267516725
1696685898.3771274,0.8637318975164756,1.15784636569959,0.6687944480119339
1696685898.4769597,0.9031362630200284,1.0636423220406477,0.6775549040214008
1696685898.5767937,0.9757862903085989,1.0714199427499076,0.6833175773609301
1696685898.676627,1.0769141159442168,1.1585361769442397,0.7037868310235671
1696685898.7772608,1.1709728431679265,1.2950203650614218,0.7170574852684984
1696685898.8771038,1.242870390253212,1.407425799792146,0.7254086075679921
1696685898.9763618,1.313830941399709,1.4396769866197674,0.7437631505978128
1696685899.0767992,1.3925598225590683,1.3892037504314723,0.7605406054730174
1696685899.1766372,1.4341162237957086,1.2910961941979773,0.7612076606776628
1696685899.2772875,1.4394280886459083,1.1920403447926768,0.7413482170440466
1696685899.3771257,1.4552491008763278,1.1262678028767357,0.701007151649
1696685899.476973,1.5354952532690176,1.1097167667265624,0.6727628743709005
1696685899.5768,1.6747071718126747,1.1258645749643195,0.6597422727870462
1696685899.6766517,1.8222245194606856,1.154258215597205,0.6524969856257496
1696685899.7772858,1.9073767879946053,1.1673060063129694,0.6596994440475643
1696685899.8771424,1.9453220681302803,1.144280282468804,0.6671705889420325
1696685899.9769742,1.945188043290191,1.1013701511660956,0.6783379962746149
1696685900.0768247,1.9058596334717481,1.057555554849598,0.6802785489489848
1696685900.1766748,1.8661899561996793,1.0695777016477,0.6688956247264256
1696685900.276919,1.806841642426258,1.115843306898022,0.6556596307155336
1696685900.3767662,1.761930323414786,1.19266278302387,0.6482819502126659
1696685900.4765942,1.7195050626886281,1.2893101212070577,0.6720863879823299
1696685900.5772383,1.7237472317940974,1.3725670819488436,0.700854588059535
1696685900.6770926,1.73001767201519,1.434196003751574,0.7307134603494555
1696685900.776931,1.7375394104361996,1.4634133322761882,0.8126659781897579
1696685900.8767703,1.7602549912912728,1.480706981946599,0.8965048595307684
1696685900.9766114,1.7977987601515253,1.4963509879016543,0.9449299111670377
